date,tmin,tmax,prcp,snow,snwd,awnd
1/9/2017,9,31,0,0,1.2,2.46
1/11/2017,40,57,0,0,0,6.04
1/19/2017,36,63,0,0,0,1.34
1/20/2017,46,59,0.09,0,0,2.91
1/24/2017,41,63,0,0,0,6.04
1/26/2017,43,70,0.06,0,0,13.42
1/30/2017,30,46,0,0,0,6.26
2/6/2017,31,68,0,0,0,4.7
2/10/2017,26,51,0,0,0,6.71
2/12/2017,58,83,0.05,0,0,11.41
2/16/2017,32,53,0,0,0,6.71
3/6/2017,34,65,0,0,0,6.71
3/13/2017,26,42,0.56,0,0,8.28
3/15/2017,24,40,0,0,0,10.51
3/17/2017,23,58,0.03,0,0,4.92
3/22/2017,39,64,0,0,0,8.28
3/23/2017,31,56,0,0,0,7.38
4/1/2017,49,75,0,0,0,6.04
4/2/2017,49,69,0,0,0,6.04
4/15/2017,61,85,0,0,0,9.62
4/16/2017,60,82,0,0,0,12.75
4/17/2017,62,86,0.05,0,0,9.84
4/20/2017,56,85,0,0,0,5.82
4/21/2017,63,89,0.21,0,0,6.93
5/1/2017,68,85,0.29,0,0,15.66
5/11/2017,61,84,0.48,0,0,4.92
5/12/2017,54,61,0.07,0,0,7.61
5/18/2017,66,86,0,0,0,10.96
5/26/2017,59,81,0,0,0,7.83
5/30/2017,68,82,0.06,0,0,4.03
6/3/2017,57,88,0,0,0,3.36
6/5/2017,67,85,1.54,0,0,6.04
6/11/2017,67,90,0,0,0,6.26
6/16/2017,70,89,2.3,0,0,4.03
6/18/2017,74,91,0.17,0,0,8.72
6/25/2017,67,84,0,0,0,3.58
6/28/2017,57,83,0,0,0,4.25
7/13/2017,78,97,0,0,0,8.5
7/14/2017,77,97,0,0,0,9.4
7/18/2017,71,89,0,0,0,5.14
7/28/2017,75,94,0.21,0,0,7.61
7/30/2017,63,85,0,0,0,6.26
8/18/2017,75,98,0.01,0,0,7.38
8/19/2017,73,92,0.05,0,0,2.91
8/20/2017,71,95,0,0,0,3.58
8/30/2017,59,84,0,0,0,1.79
9/1/2017,64,78,1.06,0,0,7.83
9/5/2017,64,90,0.06,0,0,8.05
9/6/2017,61,82,0.52,0,0,4.92
9/11/2017,58,67,0.01,0,0,12.75
9/28/2017,63,94,0,0,0,3.13
10/2/2017,47,76,0,0,0,4.92
10/6/2017,55,86,0,0,0,2.91
10/11/2017,73,89,1.12,0,0,8.05
10/12/2017,65,77,0,0,0,8.28
10/13/2017,63,71,0,0,0,7.38
10/14/2017,62,78,0,0,0,3.13
10/26/2017,40,63,0,0,0,3.8
10/29/2017,41,68,0.78,0,0,7.61
11/5/2017,51,70,0,0,0,2.46
11/18/2017,33,67,0,0,0,11.41
11/19/2017,34,64,0.08,0,0,9.17
11/20/2017,28,57,0,0,0,2.01
12/4/2017,33,61,0,0,0,2.46
12/14/2017,30,57,0,0,0,7.38
1/1/2018,13,28,0,0,0,6.49
1/7/2018,4,30,0,0,0,2.68
1/14/2018,21,33,0,0,0,8.72
1/19/2018,19,49,0,0,3.9,3.58
1/20/2018,26,56,0,0,1.2,5.59
1/23/2018,47,70,0.83,0,0,15.66
1/24/2018,34,54,0,0,0,4.03
1/27/2018,31,67,0,0,0,6.26
1/28/2018,52,60,1.3,0,0,5.14
2/7/2018,44,65,0.21,0,0,8.5
2/17/2018,40,56,0.06,0,0,6.93
3/2/2018,41,55,0,0,0,14.99
3/3/2018,35,57,0,0,0,8.72
3/12/2018,32,38,0.92,1.4,0,7.16
3/20/2018,36,57,1.05,0,0,8.72
4/1/2018,41,75,0,0,0,7.61
4/4/2018,48,77,0,0,0,13.87
4/10/2018,39,62,0,0,0,5.37
4/11/2018,38,62,0,0,0,5.37
4/13/2018,52,80,0,0,0,14.32
4/15/2018,61,82,3.31,0,0,12.53
4/21/2018,37,68,0,0,0,4.47
4/26/2018,48,75,0.18,0,0,3.36
4/27/2018,54,73,0.01,0,0,4.92
5/1/2018,45,83,0,0,0,4.47
5/13/2018,66,93,0,0,0,6.04
5/14/2018,68,93,0,0,0,8.05
5/18/2018,71,82,0.23,0,0,8.28
5/25/2018,65,86,0,0,0,5.82
5/26/2018,68,87,0.33,0,0,8.5
6/7/2018,62,85,0,0,0,4.92
6/12/2018,63,70,0.01,0,0,6.26
6/16/2018,65,90,0,0,0,4.47
6/18/2018,74,94,0,0,0,4.92
6/20/2018,73,94,0,0,0,4.47
6/24/2018,73,96,0.07,0,0,7.61
6/26/2018,66,74,0.74,0,0,6.93
7/6/2018,71,93,0.34,0,0,3.8
7/8/2018,62,82,0,0,0,8.05
7/10/2018,59,91,0,0,0,2.46
7/16/2018,74,95,0,0,0,8.05
7/18/2018,72,89,0,0,0,6.71
7/19/2018,63,90,0,0,0,7.16
7/21/2018,69,88,0.01,0,0,6.71
7/23/2018,70,88,0.02,0,0,6.26
7/25/2018,69,82,0.27,0,0,3.8
8/1/2018,73,90,0.02,0,0,9.17
8/7/2018,71,93,0.2,0,0,6.71
8/9/2018,69,90,0,0,0,4.7
8/10/2018,69,91,0,0,0,2.01
8/13/2018,67,85,0.08,0,0,3.58
8/20/2018,68,87,0.86,0,0,4.47
8/27/2018,69,93,0,0,0,4.03
8/31/2018,69,92,0.27,0,0,3.8
9/10/2018,67,88,0.26,0,0,4.47
9/28/2018,65,79,0.02,0,0,4.92
10/1/2018,60,82,0,0,0,2.01
10/3/2018,64,86,0,0,0,2.68
10/4/2018,66,89,0,0,0,2.68
10/7/2018,66,87,0,0,0,2.91
10/8/2018,69,85,0,0,0,6.26
10/11/2018,63,79,2.6,0,0,11.63
10/13/2018,48,70,0,0,0,3.36
10/15/2018,59,80,0,0,0,5.59
10/17/2018,53,71,0,0,0,3.58
10/18/2018,43,62,0,0,0,4.47
10/25/2018,36,55,0,0,0,1.34
11/5/2018,54,62,0.82,0,0,3.8
11/6/2018,57,74,0.03,0,0,7.38
11/10/2018,34,52,0,0,0,6.26
11/24/2018,36,45,0.72,0,0,5.14
11/29/2018,25,51,0,0,0,3.13
12/2/2018,58,71,0,0,0,10.96
12/10/2018,30,34,0.73,1.9,1.2,7.61
12/17/2018,36,61,0,0,0,5.82
12/20/2018,45,66,0.68,0,0,8.72
12/22/2018,34,53,0,0,0,6.71
12/30/2018,45,59,0.01,0,0,2.91
1/7/2019,40,51,0,0,0,6.93
1/25/2019,27,47,0,0,0,3.58
2/4/2019,37,68,0,0,0,2.68
2/10/2019,27,43,0,0,0,3.8
2/16/2019,34,58,0.45,0,0,8.05
2/18/2019,38,63,0.42,0,0,6.71
2/19/2019,33,45,0.25,0,0,5.37
2/21/2019,35,59,0.14,0,0,4.25
2/24/2019,41,65,0.05,0,0,8.72
3/2/2019,37,59,0,0,0,4.25
3/16/2019,40,59,0,0,0,4.92
3/19/2019,33,55,0,0,0,6.26
3/21/2019,44,59,0.58,0,0,6.26
3/26/2019,39,56,0.06,0,0,10.07
4/2/2019,31,40,0.35,0,0,5.82
4/13/2019,64,70,0.93,0,0,5.59
4/14/2019,66,79,0.28,0,0,11.86
4/17/2019,48,80,0,0,0,6.71
4/20/2019,49,66,0.02,0,0,12.53
5/1/2019,63,84,0,0,0,8.05
5/5/2019,63,77,0.36,0,0,6.71
5/7/2019,58,79,0,0,0,4.47
5/9/2019,63,83,0,0,0,8.05
5/12/2019,65,76,0,0,0,11.63
5/27/2019,68,89,0,0,0,3.13
6/4/2019,57,84,0,0,0,6.93
6/9/2019,70,80,0.09,0,0,6.93
6/10/2019,72,87,0.14,0,0,6.49
6/22/2019,63,84,0.01,0,0,4.03
6/25/2019,70,90,0,0,0,5.14
7/12/2019,73,92,0.08,0,0,8.05
7/13/2019,73,95,0,0,0,4.92
7/16/2019,71,96,0,0,0,3.36
7/18/2019,74,96,0.02,0,0,7.61
8/5/2019,68,85,0.22,0,0,2.68
8/15/2019,72,90,0,0,0,3.8
8/30/2019,57,90,0,0,0,3.13
8/31/2019,62,89,0,0,0,2.91
9/3/2019,68,91,0,0,0,3.13
9/5/2019,70,79,0.93,0,0,11.86
9/8/2019,66,89,0,0,0,4.03
9/21/2019,55,88,0,0,0,5.14
9/24/2019,64,89,0,0,0,3.8
9/25/2019,63,87,0,0,0,6.04
9/28/2019,71,94,0,0,0,7.61
10/5/2019,58,68,0,0,0,8.72
10/6/2019,57,82,0,0,0,4.47
10/21/2019,50,74,0,0,0,4.47
10/23/2019,44,69,0,0,0,2.24
10/25/2019,52,75,0,0,0,1.12
10/26/2019,53,79,0,0,0,6.04
11/2/2019,36,62,0,0,0,1.12
11/4/2019,33,64,0,0,0,2.24
11/8/2019,33,58,0.1,0,0,7.61
11/9/2019,27,52,0,0,0,2.68
11/10/2019,29,65,0,0,0,5.82
11/12/2019,29,56,0.94,0,0,6.71
11/21/2019,31,59,0,0,0,3.58
11/28/2019,41,59,0,0,0,7.16
11/29/2019,33,56,0,0,0,1.12
12/2/2019,38,50,0,0,0,7.83
12/3/2019,35,51,0,0,0,5.14
12/4/2019,33,57,0,0,0,4.7
12/21/2019,30,49,0,0,0,2.01
1/3/2020,46,58,1.53,0,0,3.58
1/5/2020,37,51,0,0,0,7.61
1/16/2020,46,64,0,0,0,7.83
1/19/2020,32,56,0.01,0,0,9.17
1/23/2020,25,49,0,0,0,4.7
1/27/2020,31,54,0.12,0,0,2.68
1/28/2020,34,53,0,0,0,2.24
1/31/2020,28,47,0.6,0,0,4.47
2/9/2020,31,54,0,0,0,4.7
2/13/2020,50,69,0.57,0,0,11.41
2/16/2020,31,55,0.05,0,0,3.58
2/24/2020,46,54,0.18,0,0,6.93
2/27/2020,36,50,0,0,0,9.4
3/4/2020,47,60,0,0,0,5.82
3/7/2020,34,54,0,0,0,5.82
3/13/2020,63,75,0.07,0,0,8.95
3/16/2020,42,59,0,0,0,4.47
3/21/2020,50,73,0.07,0,0,6.26
3/28/2020,62,89,0,0,0,7.16
4/1/2020,44,59,0,0,0,6.04
4/2/2020,41,66,0,0,0,5.37
4/3/2020,41,72,0,0,0,5.14
4/7/2020,51,84,0,0,0,6.04
4/11/2020,32,67,0,0,0,4.47
4/17/2020,35,73,0,0,0,10.51
4/26/2020,51,74,0.26,0,0,7.16
4/27/2020,44,69,0,0,0,6.26
4/30/2020,55,69,1.67,0,0,8.72
5/6/2020,49,72,0,0,0,6.93
5/9/2020,39,63,0,0,0,5.14
5/11/2020,46,67,0,0,0,8.5
5/12/2020,38,65,0,0,0,3.8
5/26/2020,66,79,0,0,0,6.93
5/31/2020,57,77,0,0,0,6.71
6/2/2020,55,85,0,0,0,11.18
6/4/2020,71,92,0,0,0,10.29
6/7/2020,69,88,0,0,0,5.37
6/13/2020,63,83,0,0,0,7.16
6/15/2020,58,65,0.77,0,0,9.84
6/16/2020,59,62,0.52,0,0,11.18
6/26/2020,63,89,0,0,0,2.91
7/3/2020,66,94,0,0,0,2.24
7/4/2020,68,94,0.07,0,0,3.36
7/10/2020,71,95,0.25,0,0,4.7
7/13/2020,68,92,0.08,0,0,4.47
7/22/2020,73,96,0,0,0,8.95
7/30/2020,72,89,0,0,0,7.16
8/6/2020,72,87,0.06,0,0,2.91
8/7/2020,72,89,0.01,0,0,4.7
8/8/2020,71,90,0,0,0,3.8
8/12/2020,72,91,0,0,0,4.7
8/14/2020,72,89,0.63,0,0,3.58
8/16/2020,67,79,0.02,0,0,4.25
8/17/2020,64,86,0.11,0,0,2.46
8/20/2020,68,85,0,0,0,5.37
8/24/2020,74,86,0,0,0,7.38
8/26/2020,71,89,0,0,0,3.58
9/5/2020,61,81,0,0,0,6.26
9/8/2020,62,84,0.03,0,0,5.59
9/10/2020,74,88,0,0,0,3.13
9/15/2020,59,75,0,0,0,8.72
9/29/2020,59,85,0.68,0,0,7.61
10/4/2020,48,68,0,0,0,3.8
10/8/2020,58,83,0,0,0,2.46
10/9/2020,56,72,0,0,0,5.14
10/17/2020,46,64,0,0,0,4.92
10/28/2020,57,72,0.05,0,0,4.03
10/31/2020,44,60,0,0,0,5.82
11/4/2020,37,70,0,0,0,1.34
11/23/2020,40,63,0.01,0,0,4.92
11/27/2020,49,67,0,0,0,2.46
11/29/2020,36,63,0.54,0,0,3.58
12/21/2020,42,55,0,0,0,6.93
12/25/2020,26,57,0.05,0,0,10.51
12/27/2020,24,51,0,0,0,2.24
12/29/2020,32,51,0,0,0,5.14
12/30/2020,26,46,0.06,0,0,1.79
1/1/2021,41,55,0.65,0,0,7.83
1/2/2021,42,57,0.6,0,0,3.13
1/7/2021,27,49,0,0,0,2.91
1/8/2021,35,40,0.35,0,0,5.59
1/12/2021,34,56,0.09,0,0,1.79
1/19/2021,27,57,0,0,0,6.04
1/23/2021,25,48,0,0,0,4.03
1/25/2021,39,46,0.37,0,0,3.8
2/2/2021,33,45,0,0,0,9.4
2/4/2021,23,53,0,0,0,5.14
2/15/2021,35,43,0.63,0,0,6.26
2/19/2021,32,44,0.42,0,0,4.7
3/5/2021,34,52,0,0,0,4.7
3/6/2021,33,55,0,0,0,2.68
3/9/2021,33,72,0,0,0,3.36
3/16/2021,35,45,0.37,0,0,4.92
3/27/2021,55,77,0.91,0,0,4.25
3/30/2021,40,74,0,0,0,7.38
4/13/2021,49,76,0,0,0,4.03
4/17/2021,43,65,0,0,0,0.89
4/22/2021,32,61,0,0,0,5.82
5/3/2021,66,79,0.2,0,0,11.86
5/7/2021,43,64,0.33,0,0,2.91
5/25/2021,65,85,0,0,0,4.7
5/31/2021,51,75,0,0,0,1.34
6/4/2021,71,85,0.02,0,0,5.82
6/7/2021,72,89,0,0,0,8.28
6/12/2021,70,80,0.03,0,0,7.38
6/17/2021,58,82,0,0,0,3.58
6/18/2021,56,88,0,0,0,5.37
6/19/2021,71,92,0,0,0,11.63
